model.id,biobase.id,mDataType
f72.PHLC77.TPX.erlotinib.P1111,PHLC77,mutation
f72.PHLC77.TPX.erlotinib.P1112,PHLC77,RNASeq
f72.PHLC77.TPX.erlotinib.P1112,PHLC77,CNV
f72.PHLC77.TPX.erlotinib.P1112,PHLC77,mutation
f72.PHLC77.TPX.erlotinib.P1113,PHLC77,RNASeq
f72.PHLC77.TPX.erlotinib.P1113,PHLC77,CNV
f72.PHLC77.TPX.erlotinib.P1113,PHLC77,mutation
f72.PHLC77.TPX.erlotinib.P1110,PHLC77,RNASeq
f72.PHLC77.TPX.erlotinib.P1110,PHLC77,CNV
f72.PHLC77.TPX.erlotinib.P1110,PHLC77,mutation
f72.PHLC77.TPX.erlotinib.P1107,PHLC77,RNASeq
f72.PHLC77.TPX.erlotinib.P1107,PHLC77,CNV
f72.PHLC77.TPX.erlotinib.P1107,PHLC77,mutation
f72.PHLC77.TPX.erlotinib.P1108,PHLC77,RNASeq
f72.PHLC77.TPX.erlotinib.P1108,PHLC77,CNV
f72.PHLC77.TPX.erlotinib.P1108,PHLC77,mutation
f72.PHLC77.TPX.erlotinib.P1109,PHLC77,RNASeq
f72.PHLC77.TPX.erlotinib.P1109,PHLC77,CNV
f72.PHLC77.TPX.erlotinib.P1109,PHLC77,mutation
f71.PHLC77.TPX.erlotinib.P1206,PHLC77,RNASeq
f71.PHLC77.TPX.erlotinib.P1206,PHLC77,CNV
f71.PHLC77.TPX.erlotinib.P1206,PHLC77,mutation
f71.PHLC77.TPX.erlotinib.P1207,PHLC77,RNASeq
f71.PHLC77.TPX.erlotinib.P1207,PHLC77,CNV
f71.PHLC77.TPX.erlotinib.P1207,PHLC77,mutation
f71.PHLC77.TPX.erlotinib.P1208,PHLC77,RNASeq
f71.PHLC77.TPX.erlotinib.P1208,PHLC77,CNV
f71.PHLC77.TPX.erlotinib.P1208,PHLC77,mutation
f71.PHLC77.TPX.control.P1210,PHLC77,RNASeq
f71.PHLC77.TPX.control.P1210,PHLC77,CNV
f71.PHLC77.TPX.control.P1210,PHLC77,mutation
f71.PHLC77.TPX.control.P1212,PHLC77,RNASeq
f71.PHLC77.TPX.control.P1212,PHLC77,CNV
f71.PHLC77.TPX.control.P1212,PHLC77,mutation
f71.PHLC77.TPX.erlotinib.P1209,PHLC77,RNASeq
f71.PHLC77.TPX.erlotinib.P1209,PHLC77,CNV
f71.PHLC77.TPX.erlotinib.P1209,PHLC77,mutation
f63.PHLC82.TPX.cisplatin+vinorelbine.P505,PHLC82,RNASeq
f63.PHLC82.TPX.cisplatin+vinorelbine.P505,PHLC82,CNV
f63.PHLC82.TPX.cisplatin+vinorelbine.P505,PHLC82,mutation
f63.PHLC82.TPX.control.P504,PHLC82,RNASeq
f63.PHLC82.TPX.control.P504,PHLC82,CNV
f63.PHLC82.TPX.control.P504,PHLC82,mutation
f63.PHLC82.TPX.control.P506,PHLC82,RNASeq
f63.PHLC82.TPX.control.P506,PHLC82,CNV
f63.PHLC82.TPX.control.P506,PHLC82,mutation
f63.PHLC82.TPX.cisplatin+vinorelbine.P507,PHLC82,RNASeq
f63.PHLC82.TPX.cisplatin+vinorelbine.P507,PHLC82,CNV
f63.PHLC82.TPX.cisplatin+vinorelbine.P507,PHLC82,mutation
f63.PHLC82.TPX.cisplatin+vinorelbine.P503,PHLC82,RNASeq
f63.PHLC82.TPX.cisplatin+vinorelbine.P503,PHLC82,CNV
f63.PHLC82.TPX.cisplatin+vinorelbine.P503,PHLC82,mutation
f63.PHLC82.TPX.cisplatin+vinorelbine.P502,PHLC82,RNASeq
f63.PHLC82.TPX.cisplatin+vinorelbine.P502,PHLC82,CNV
f63.PHLC82.TPX.cisplatin+vinorelbine.P502,PHLC82,mutation
f63.PHLC82.TPX.cisplatin+vinorelbine.P501,PHLC82,RNASeq
f63.PHLC82.TPX.cisplatin+vinorelbine.P501,PHLC82,CNV
f63.PHLC82.TPX.cisplatin+vinorelbine.P501,PHLC82,mutation
f63.PHLC82.TPX.cisplatin+vinorelbine.P510,PHLC82,RNASeq
f63.PHLC82.TPX.cisplatin+vinorelbine.P510,PHLC82,CNV
f63.PHLC82.TPX.cisplatin+vinorelbine.P510,PHLC82,mutation
f63.PHLC82.TPX.control.P511,PHLC82,RNASeq
f63.PHLC82.TPX.control.P511,PHLC82,CNV
f63.PHLC82.TPX.control.P511,PHLC82,mutation
f63.PHLC82.TPX.control.P508,PHLC82,RNASeq
f63.PHLC82.TPX.control.P508,PHLC82,CNV
f63.PHLC82.TPX.control.P508,PHLC82,mutation
f63.PHLC82.TPX.control.P509,PHLC82,RNASeq
f63.PHLC82.TPX.control.P509,PHLC82,CNV
f63.PHLC82.TPX.control.P509,PHLC82,mutation
f45.PHLC110.TPX.cisplatin+vinorelbine.P505,PHLC110,RNASeq
f45.PHLC110.TPX.cisplatin+vinorelbine.P505,PHLC110,CNV
f45.PHLC110.TPX.cisplatin+vinorelbine.P505,PHLC110,mutation
f45.PHLC110.TPX.control.P504,PHLC110,RNASeq
f45.PHLC110.TPX.control.P504,PHLC110,CNV
f45.PHLC110.TPX.control.P504,PHLC110,mutation
f45.PHLC110.TPX.control.P506,PHLC110,RNASeq
f45.PHLC110.TPX.control.P506,PHLC110,CNV
f45.PHLC110.TPX.control.P506,PHLC110,mutation
f45.PHLC110.TPX.control.P508,PHLC110,RNASeq
f45.PHLC110.TPX.control.P508,PHLC110,CNV
f45.PHLC110.TPX.control.P508,PHLC110,mutation
f45.PHLC110.TPX.control.P507,PHLC110,RNASeq
f45.PHLC110.TPX.control.P507,PHLC110,CNV
f45.PHLC110.TPX.control.P507,PHLC110,mutation
f45.PHLC110.TPX.cisplatin+vinorelbine.P503,PHLC110,RNASeq
f45.PHLC110.TPX.cisplatin+vinorelbine.P503,PHLC110,CNV
f45.PHLC110.TPX.cisplatin+vinorelbine.P503,PHLC110,mutation
f45.PHLC110.TPX.control.P501,PHLC110,RNASeq
f45.PHLC110.TPX.control.P501,PHLC110,CNV
f45.PHLC110.TPX.control.P501,PHLC110,mutation
f45.PHLC110.TPX.cisplatin+vinorelbine.P502,PHLC110,RNASeq
f45.PHLC110.TPX.cisplatin+vinorelbine.P502,PHLC110,CNV
f45.PHLC110.TPX.cisplatin+vinorelbine.P502,PHLC110,mutation
f45.PHLC110.TPX.cisplatin+vinorelbine.P509,PHLC110,RNASeq
f45.PHLC110.TPX.cisplatin+vinorelbine.P509,PHLC110,CNV
f45.PHLC110.TPX.cisplatin+vinorelbine.P509,PHLC110,mutation
f45.PHLC110.TPX.control.P511,PHLC110,RNASeq
f45.PHLC110.TPX.control.P511,PHLC110,CNV
f45.PHLC110.TPX.control.P511,PHLC110,mutation
f45.PHLC110.TPX.cisplatin+vinorelbine.P512,PHLC110,RNASeq
f45.PHLC110.TPX.cisplatin+vinorelbine.P512,PHLC110,CNV
f45.PHLC110.TPX.cisplatin+vinorelbine.P512,PHLC110,mutation
f45.PHLC110.TPX.cisplatin+vinorelbine.P510,PHLC110,RNASeq
f45.PHLC110.TPX.cisplatin+vinorelbine.P510,PHLC110,CNV
f45.PHLC110.TPX.cisplatin+vinorelbine.P510,PHLC110,mutation
f46.PHLC111.TPX.control.P708,PHLC111,RNASeq
f46.PHLC111.TPX.control.P708,PHLC111,CNV
f46.PHLC111.TPX.control.P708,PHLC111,mutation
f46.PHLC111.TPX.control.P709,PHLC111,RNASeq
f46.PHLC111.TPX.control.P709,PHLC111,CNV
f46.PHLC111.TPX.control.P709,PHLC111,mutation
f46.PHLC111.TPX.cisplatin+vinorelbine.P707,PHLC111,RNASeq
f46.PHLC111.TPX.cisplatin+vinorelbine.P707,PHLC111,CNV
f46.PHLC111.TPX.cisplatin+vinorelbine.P707,PHLC111,mutation
f46.PHLC111.TPX.control.P706,PHLC111,RNASeq
f46.PHLC111.TPX.control.P706,PHLC111,CNV
f46.PHLC111.TPX.control.P706,PHLC111,mutation
f46.PHLC111.TPX.cisplatin+vinorelbine.P713,PHLC111,RNASeq
f46.PHLC111.TPX.cisplatin+vinorelbine.P713,PHLC111,CNV
f46.PHLC111.TPX.cisplatin+vinorelbine.P713,PHLC111,mutation
f46.PHLC111.TPX.cisplatin+vinorelbine.P710,PHLC111,RNASeq
f46.PHLC111.TPX.cisplatin+vinorelbine.P710,PHLC111,CNV
f46.PHLC111.TPX.cisplatin+vinorelbine.P710,PHLC111,mutation
f46.PHLC111.TPX.control.P712,PHLC111,RNASeq
f46.PHLC111.TPX.control.P712,PHLC111,CNV
f46.PHLC111.TPX.control.P712,PHLC111,mutation
f46.PHLC111.TPX.control.P703,PHLC111,RNASeq
f46.PHLC111.TPX.control.P703,PHLC111,CNV
f46.PHLC111.TPX.control.P703,PHLC111,mutation
f46.PHLC111.TPX.cisplatin+vinorelbine.P702,PHLC111,RNASeq
f46.PHLC111.TPX.cisplatin+vinorelbine.P702,PHLC111,CNV
f46.PHLC111.TPX.cisplatin+vinorelbine.P702,PHLC111,mutation
f46.PHLC111.TPX.control.P701,PHLC111,RNASeq
f46.PHLC111.TPX.control.P701,PHLC111,CNV
f46.PHLC111.TPX.control.P701,PHLC111,mutation
f46.PHLC111.TPX.cisplatin+vinorelbine.P705,PHLC111,RNASeq
f46.PHLC111.TPX.cisplatin+vinorelbine.P705,PHLC111,CNV
f46.PHLC111.TPX.cisplatin+vinorelbine.P705,PHLC111,mutation
f46.PHLC111.TPX.cisplatin+vinorelbine.P704,PHLC111,RNASeq
f46.PHLC111.TPX.cisplatin+vinorelbine.P704,PHLC111,CNV
f46.PHLC111.TPX.cisplatin+vinorelbine.P704,PHLC111,mutation
f47.PHLC119.TPX.control.P512,PHLC119,RNASeq
f47.PHLC119.TPX.control.P512,PHLC119,CNV
f47.PHLC119.TPX.control.P512,PHLC119,mutation
f47.PHLC119.TPX.control.P511,PHLC119,RNASeq
f47.PHLC119.TPX.control.P511,PHLC119,CNV
f47.PHLC119.TPX.control.P511,PHLC119,mutation
f54.PHLC119.TPX.cisplatin+vinorelbine.P503,PHLC119,RNASeq
f54.PHLC119.TPX.cisplatin+vinorelbine.P503,PHLC119,CNV
f54.PHLC119.TPX.cisplatin+vinorelbine.P503,PHLC119,mutation
f54.PHLC119.TPX.control.P501,PHLC119,RNASeq
f54.PHLC119.TPX.control.P501,PHLC119,CNV
f54.PHLC119.TPX.control.P501,PHLC119,mutation
f54.PHLC119.TPX.control.P502,PHLC119,RNASeq
f54.PHLC119.TPX.control.P502,PHLC119,CNV
f54.PHLC119.TPX.control.P502,PHLC119,mutation
f47.PHLC119.TPX.cisplatin+vinorelbine.P510,PHLC119,RNASeq
f47.PHLC119.TPX.cisplatin+vinorelbine.P510,PHLC119,CNV
f47.PHLC119.TPX.cisplatin+vinorelbine.P510,PHLC119,mutation
f47.PHLC119.TPX.cisplatin+vinorelbine.P509,PHLC119,RNASeq
f47.PHLC119.TPX.cisplatin+vinorelbine.P509,PHLC119,CNV
f47.PHLC119.TPX.cisplatin+vinorelbine.P509,PHLC119,mutation
f54.PHLC119.TPX.cisplatin+vinorelbine.P512,PHLC119,RNASeq
f54.PHLC119.TPX.cisplatin+vinorelbine.P512,PHLC119,CNV
f54.PHLC119.TPX.cisplatin+vinorelbine.P512,PHLC119,mutation
f54.PHLC119.TPX.control.P511,PHLC119,RNASeq
f54.PHLC119.TPX.control.P511,PHLC119,CNV
f54.PHLC119.TPX.control.P511,PHLC119,mutation
f54.PHLC119.TPX.cisplatin+vinorelbine.P510,PHLC119,RNASeq
f54.PHLC119.TPX.cisplatin+vinorelbine.P510,PHLC119,CNV
f54.PHLC119.TPX.cisplatin+vinorelbine.P510,PHLC119,mutation
f54.PHLC119.TPX.control.P509,PHLC119,RNASeq
f54.PHLC119.TPX.control.P509,PHLC119,CNV
f54.PHLC119.TPX.control.P509,PHLC119,mutation
f54.PHLC119.TPX.control.P508,PHLC119,RNASeq
f54.PHLC119.TPX.control.P508,PHLC119,CNV
f54.PHLC119.TPX.control.P508,PHLC119,mutation
f54.PHLC119.TPX.cisplatin+vinorelbine.P505,PHLC119,RNASeq
f54.PHLC119.TPX.cisplatin+vinorelbine.P505,PHLC119,CNV
f54.PHLC119.TPX.cisplatin+vinorelbine.P505,PHLC119,mutation
f54.PHLC119.TPX.cisplatin+vinorelbine.P504,PHLC119,RNASeq
f54.PHLC119.TPX.cisplatin+vinorelbine.P504,PHLC119,CNV
f54.PHLC119.TPX.cisplatin+vinorelbine.P504,PHLC119,mutation
f54.PHLC119.TPX.cisplatin+vinorelbine.P506,PHLC119,RNASeq
f54.PHLC119.TPX.cisplatin+vinorelbine.P506,PHLC119,CNV
f54.PHLC119.TPX.cisplatin+vinorelbine.P506,PHLC119,mutation
f54.PHLC119.TPX.control.P507,PHLC119,RNASeq
f54.PHLC119.TPX.control.P507,PHLC119,CNV
f54.PHLC119.TPX.control.P507,PHLC119,mutation
f47.PHLC119.TPX.control.P503,PHLC119,RNASeq
f47.PHLC119.TPX.control.P503,PHLC119,CNV
f47.PHLC119.TPX.control.P503,PHLC119,mutation
f47.PHLC119.TPX.control.P505,PHLC119,RNASeq
f47.PHLC119.TPX.control.P505,PHLC119,CNV
f47.PHLC119.TPX.control.P505,PHLC119,mutation
f47.PHLC119.TPX.control.P504,PHLC119,RNASeq
f47.PHLC119.TPX.control.P504,PHLC119,CNV
f47.PHLC119.TPX.control.P504,PHLC119,mutation
f47.PHLC119.TPX.cisplatin+vinorelbine.P506,PHLC119,RNASeq
f47.PHLC119.TPX.cisplatin+vinorelbine.P506,PHLC119,CNV
f47.PHLC119.TPX.cisplatin+vinorelbine.P506,PHLC119,mutation
f47.PHLC119.TPX.cisplatin+vinorelbine.P502,PHLC119,RNASeq
f47.PHLC119.TPX.cisplatin+vinorelbine.P502,PHLC119,CNV
f47.PHLC119.TPX.cisplatin+vinorelbine.P502,PHLC119,mutation
f47.PHLC119.TPX.cisplatin+vinorelbine.P501,PHLC119,RNASeq
f47.PHLC119.TPX.cisplatin+vinorelbine.P501,PHLC119,CNV
f47.PHLC119.TPX.cisplatin+vinorelbine.P501,PHLC119,mutation
f47.PHLC119.TPX.control.P507,PHLC119,RNASeq
f47.PHLC119.TPX.control.P507,PHLC119,CNV
f47.PHLC119.TPX.control.P507,PHLC119,mutation
f47.PHLC119.TPX.cisplatin+vinorelbine.P508,PHLC119,RNASeq
f47.PHLC119.TPX.cisplatin+vinorelbine.P508,PHLC119,CNV
f47.PHLC119.TPX.cisplatin+vinorelbine.P508,PHLC119,mutation
f77.PHLC132.TPX.cisplatin.P436,PHLC132,RNASeq
f77.PHLC132.TPX.cisplatin.P436,PHLC132,CNV
f77.PHLC132.TPX.cisplatin.P436,PHLC132,mutation
f77.PHLC132.TPX.control.P437,PHLC132,RNASeq
f77.PHLC132.TPX.control.P437,PHLC132,CNV
f77.PHLC132.TPX.control.P437,PHLC132,mutation
f77.PHLC132.TPX.vinorelbine.P402,PHLC132,RNASeq
f77.PHLC132.TPX.vinorelbine.P402,PHLC132,CNV
f77.PHLC132.TPX.vinorelbine.P402,PHLC132,mutation
f77.PHLC132.TPX.control.P438,PHLC132,RNASeq
f77.PHLC132.TPX.control.P438,PHLC132,CNV
f77.PHLC132.TPX.control.P438,PHLC132,mutation
f77.PHLC132.TPX.control.P402,PHLC132,RNASeq
f77.PHLC132.TPX.control.P402,PHLC132,CNV
f77.PHLC132.TPX.control.P402,PHLC132,mutation
f77.PHLC132.TPX.cisplatin.P434,PHLC132,RNASeq
f77.PHLC132.TPX.cisplatin.P434,PHLC132,CNV
f77.PHLC132.TPX.cisplatin.P434,PHLC132,mutation
f77.PHLC132.TPX.cisplatin.P406,PHLC132,RNASeq
f77.PHLC132.TPX.cisplatin.P406,PHLC132,CNV
f77.PHLC132.TPX.cisplatin.P406,PHLC132,mutation
f77.PHLC132.TPX.pemetrexed.P404,PHLC132,RNASeq
f77.PHLC132.TPX.pemetrexed.P404,PHLC132,CNV
f77.PHLC132.TPX.pemetrexed.P404,PHLC132,mutation
f77.PHLC132.TPX.pemetrexed.P422,PHLC132,RNASeq
f77.PHLC132.TPX.pemetrexed.P422,PHLC132,CNV
f77.PHLC132.TPX.pemetrexed.P422,PHLC132,mutation
f77.PHLC132.TPX.vinorelbine.P423,PHLC132,RNASeq
f77.PHLC132.TPX.vinorelbine.P423,PHLC132,CNV
f77.PHLC132.TPX.vinorelbine.P423,PHLC132,mutation
f77.PHLC132.TPX.vinorelbine.P421,PHLC132,RNASeq
f77.PHLC132.TPX.vinorelbine.P421,PHLC132,CNV
f77.PHLC132.TPX.vinorelbine.P421,PHLC132,mutation
f77.PHLC132.TPX.control.P439,PHLC132,RNASeq
f77.PHLC132.TPX.control.P439,PHLC132,CNV
f77.PHLC132.TPX.control.P439,PHLC132,mutation
f77.PHLC132.TPX.vinorelbine.P424,PHLC132,RNASeq
f77.PHLC132.TPX.vinorelbine.P424,PHLC132,CNV
f77.PHLC132.TPX.vinorelbine.P424,PHLC132,mutation
f77.PHLC132.TPX.cisplatin.P435,PHLC132,RNASeq
f77.PHLC132.TPX.cisplatin.P435,PHLC132,CNV
f77.PHLC132.TPX.cisplatin.P435,PHLC132,mutation
f77.PHLC132.TPX.vinorelbine.P429,PHLC132,RNASeq
f77.PHLC132.TPX.vinorelbine.P429,PHLC132,CNV
f77.PHLC132.TPX.vinorelbine.P429,PHLC132,mutation
f77.PHLC132.TPX.vinorelbine.P420,PHLC132,RNASeq
f77.PHLC132.TPX.vinorelbine.P420,PHLC132,CNV
f77.PHLC132.TPX.vinorelbine.P420,PHLC132,mutation
f77.PHLC132.TPX.cisplatin.P416,PHLC132,RNASeq
f77.PHLC132.TPX.cisplatin.P416,PHLC132,CNV
f77.PHLC132.TPX.cisplatin.P416,PHLC132,mutation
f77.PHLC132.TPX.vinorelbine.P419,PHLC132,RNASeq
f77.PHLC132.TPX.vinorelbine.P419,PHLC132,CNV
f77.PHLC132.TPX.vinorelbine.P419,PHLC132,mutation
f77.PHLC132.TPX.vinorelbine.P430,PHLC132,RNASeq
f77.PHLC132.TPX.vinorelbine.P430,PHLC132,CNV
f77.PHLC132.TPX.vinorelbine.P430,PHLC132,mutation
f77.PHLC132.TPX.control.P432,PHLC132,RNASeq
f77.PHLC132.TPX.control.P432,PHLC132,CNV
f77.PHLC132.TPX.control.P432,PHLC132,mutation
f77.PHLC132.TPX.cisplatin.P433,PHLC132,RNASeq
f77.PHLC132.TPX.cisplatin.P433,PHLC132,CNV
f77.PHLC132.TPX.cisplatin.P433,PHLC132,mutation
f77.PHLC132.TPX.vinorelbine.P431,PHLC132,RNASeq
f77.PHLC132.TPX.vinorelbine.P431,PHLC132,CNV
f77.PHLC132.TPX.vinorelbine.P431,PHLC132,mutation
f77.PHLC132.TPX.control.P411,PHLC132,RNASeq
f77.PHLC132.TPX.control.P411,PHLC132,CNV
f77.PHLC132.TPX.control.P411,PHLC132,mutation
f77.PHLC132.TPX.control.P412,PHLC132,RNASeq
f77.PHLC132.TPX.control.P412,PHLC132,CNV
f77.PHLC132.TPX.control.P412,PHLC132,mutation
f77.PHLC132.TPX.cisplatin.P426,PHLC132,RNASeq
f77.PHLC132.TPX.cisplatin.P426,PHLC132,CNV
f77.PHLC132.TPX.cisplatin.P426,PHLC132,mutation
f77.PHLC132.TPX.cisplatin.P409,PHLC132,RNASeq
f77.PHLC132.TPX.cisplatin.P409,PHLC132,CNV
f77.PHLC132.TPX.cisplatin.P409,PHLC132,mutation
f77.PHLC132.TPX.cisplatin.P408,PHLC132,RNASeq
f77.PHLC132.TPX.cisplatin.P408,PHLC132,CNV
f77.PHLC132.TPX.cisplatin.P408,PHLC132,mutation
f77.PHLC132.TPX.cisplatin.P427,PHLC132,RNASeq
f77.PHLC132.TPX.cisplatin.P427,PHLC132,CNV
f77.PHLC132.TPX.cisplatin.P427,PHLC132,mutation
f77.PHLC132.TPX.control.P413,PHLC132,RNASeq
f77.PHLC132.TPX.control.P413,PHLC132,CNV
f77.PHLC132.TPX.control.P413,PHLC132,mutation
f77.PHLC132.TPX.pemetrexed.P414,PHLC132,RNASeq
f77.PHLC132.TPX.pemetrexed.P414,PHLC132,CNV
f77.PHLC132.TPX.pemetrexed.P414,PHLC132,mutation
f8.PHLC137.TPX.erlotinib.P1207,PHLC137,RNASeq
f8.PHLC137.TPX.erlotinib.P1207,PHLC137,CNV
f8.PHLC137.TPX.erlotinib.P1207,PHLC137,mutation
f9.PHLC137.TPX.erlotinib.P705,PHLC137,RNASeq
f9.PHLC137.TPX.erlotinib.P705,PHLC137,CNV
f9.PHLC137.TPX.erlotinib.P705,PHLC137,mutation
f9.PHLC137.TPX.dacomitinib.P706,PHLC137,RNASeq
f9.PHLC137.TPX.dacomitinib.P706,PHLC137,CNV
f9.PHLC137.TPX.dacomitinib.P706,PHLC137,mutation
f9.PHLC137.TPX.dacomitinib.P704,PHLC137,RNASeq
f9.PHLC137.TPX.dacomitinib.P704,PHLC137,CNV
f9.PHLC137.TPX.dacomitinib.P704,PHLC137,mutation
f9.PHLC137.TPX.erlotinib.P703,PHLC137,RNASeq
f9.PHLC137.TPX.erlotinib.P703,PHLC137,CNV
f9.PHLC137.TPX.erlotinib.P703,PHLC137,mutation
f9.PHLC137.TPX.control.P707,PHLC137,RNASeq
f9.PHLC137.TPX.control.P707,PHLC137,CNV
f9.PHLC137.TPX.control.P707,PHLC137,mutation
f9.PHLC137.TPX.dacomitinib.P708,PHLC137,RNASeq
f9.PHLC137.TPX.dacomitinib.P708,PHLC137,CNV
f9.PHLC137.TPX.dacomitinib.P708,PHLC137,mutation
f8.PHLC137.TPX.erlotinib.P1212,PHLC137,RNASeq
f8.PHLC137.TPX.erlotinib.P1212,PHLC137,CNV
f8.PHLC137.TPX.erlotinib.P1212,PHLC137,mutation
f8.PHLC137.TPX.erlotinib.P1213,PHLC137,RNASeq
f8.PHLC137.TPX.erlotinib.P1213,PHLC137,CNV
f8.PHLC137.TPX.erlotinib.P1213,PHLC137,mutation
f8.PHLC137.TPX.control.P1211,PHLC137,RNASeq
f8.PHLC137.TPX.control.P1211,PHLC137,CNV
f8.PHLC137.TPX.control.P1211,PHLC137,mutation
f8.PHLC137.TPX.control.P1210,PHLC137,RNASeq
f8.PHLC137.TPX.control.P1210,PHLC137,CNV
f8.PHLC137.TPX.control.P1210,PHLC137,mutation
f9.PHLC137.TPX.control.P701,PHLC137,RNASeq
f9.PHLC137.TPX.control.P701,PHLC137,CNV
f9.PHLC137.TPX.control.P701,PHLC137,mutation
f9.PHLC137.TPX.control.P715,PHLC137,RNASeq
f9.PHLC137.TPX.control.P715,PHLC137,CNV
f9.PHLC137.TPX.control.P715,PHLC137,mutation
f9.PHLC137.TPX.erlotinib.P716,PHLC137,RNASeq
f9.PHLC137.TPX.erlotinib.P716,PHLC137,CNV
f9.PHLC137.TPX.erlotinib.P716,PHLC137,mutation
f9.PHLC137.TPX.dacomitinib.P714,PHLC137,RNASeq
f9.PHLC137.TPX.dacomitinib.P714,PHLC137,CNV
f9.PHLC137.TPX.dacomitinib.P714,PHLC137,mutation
f9.PHLC137.TPX.dacomitinib.P717,PHLC137,RNASeq
f9.PHLC137.TPX.dacomitinib.P717,PHLC137,CNV
f9.PHLC137.TPX.dacomitinib.P717,PHLC137,mutation
f9.PHLC137.TPX.dacomitinib.P718,PHLC137,RNASeq
f9.PHLC137.TPX.dacomitinib.P718,PHLC137,CNV
f9.PHLC137.TPX.dacomitinib.P718,PHLC137,mutation
f9.PHLC137.TPX.control.P713,PHLC137,RNASeq
f9.PHLC137.TPX.control.P713,PHLC137,CNV
f9.PHLC137.TPX.control.P713,PHLC137,mutation
f9.PHLC137.TPX.erlotinib.P710,PHLC137,RNASeq
f9.PHLC137.TPX.erlotinib.P710,PHLC137,CNV
f9.PHLC137.TPX.erlotinib.P710,PHLC137,mutation
f9.PHLC137.TPX.erlotinib.P711,PHLC137,RNASeq
f9.PHLC137.TPX.erlotinib.P711,PHLC137,CNV
f9.PHLC137.TPX.erlotinib.P711,PHLC137,mutation
f9.PHLC137.TPX.control.P709,PHLC137,RNASeq
f9.PHLC137.TPX.control.P709,PHLC137,CNV
f9.PHLC137.TPX.control.P709,PHLC137,mutation
f9.PHLC137.TPX.erlotinib.P712,PHLC137,RNASeq
f9.PHLC137.TPX.erlotinib.P712,PHLC137,CNV
f9.PHLC137.TPX.erlotinib.P712,PHLC137,mutation
f3.PHLC137.TPX.control.P812,PHLC137,RNASeq
f3.PHLC137.TPX.control.P812,PHLC137,CNV
f3.PHLC137.TPX.control.P812,PHLC137,mutation
f7.PHLC137.TPX.erlotinib.P1221,PHLC137,RNASeq
f7.PHLC137.TPX.erlotinib.P1221,PHLC137,CNV
f7.PHLC137.TPX.erlotinib.P1221,PHLC137,mutation
f7.PHLC137.TPX.erlotinib.P1222,PHLC137,RNASeq
f7.PHLC137.TPX.erlotinib.P1222,PHLC137,CNV
f7.PHLC137.TPX.erlotinib.P1222,PHLC137,mutation
f3.PHLC137.TPX.control.P810,PHLC137,RNASeq
f3.PHLC137.TPX.control.P810,PHLC137,CNV
f3.PHLC137.TPX.control.P810,PHLC137,mutation
f3.PHLC137.TPX.palbociclib.P811,PHLC137,RNASeq
f3.PHLC137.TPX.palbociclib.P811,PHLC137,CNV
f3.PHLC137.TPX.palbociclib.P811,PHLC137,mutation
f7.PHLC137.TPX.erlotinib.P1226,PHLC137,RNASeq
f7.PHLC137.TPX.erlotinib.P1226,PHLC137,CNV
f7.PHLC137.TPX.erlotinib.P1226,PHLC137,mutation
f7.PHLC137.TPX.erlotinib.P1225,PHLC137,RNASeq
f7.PHLC137.TPX.erlotinib.P1225,PHLC137,CNV
f7.PHLC137.TPX.erlotinib.P1225,PHLC137,mutation
f7.PHLC137.TPX.control.P1228,PHLC137,RNASeq
f7.PHLC137.TPX.control.P1228,PHLC137,CNV
f7.PHLC137.TPX.control.P1228,PHLC137,mutation
f7.PHLC137.TPX.control.P1227,PHLC137,RNASeq
f7.PHLC137.TPX.control.P1227,PHLC137,CNV
f7.PHLC137.TPX.control.P1227,PHLC137,mutation
f7.PHLC137.TPX.control.P1223,PHLC137,RNASeq
f7.PHLC137.TPX.control.P1223,PHLC137,CNV
f7.PHLC137.TPX.control.P1223,PHLC137,mutation
f7.PHLC137.TPX.erlotinib.P1224,PHLC137,RNASeq
f7.PHLC137.TPX.erlotinib.P1224,PHLC137,CNV
f7.PHLC137.TPX.erlotinib.P1224,PHLC137,mutation
f3.PHLC137.TPX.palbociclib.P809,PHLC137,RNASeq
f3.PHLC137.TPX.palbociclib.P809,PHLC137,CNV
f3.PHLC137.TPX.palbociclib.P809,PHLC137,mutation
f3.PHLC137.TPX.control.P803,PHLC137,RNASeq
f3.PHLC137.TPX.control.P803,PHLC137,CNV
f3.PHLC137.TPX.control.P803,PHLC137,mutation
f3.PHLC137.TPX.palbociclib.P804,PHLC137,RNASeq
f3.PHLC137.TPX.palbociclib.P804,PHLC137,CNV
f3.PHLC137.TPX.palbociclib.P804,PHLC137,mutation
f3.PHLC137.TPX.palbociclib.P805,PHLC137,RNASeq
f3.PHLC137.TPX.palbociclib.P805,PHLC137,CNV
f3.PHLC137.TPX.palbociclib.P805,PHLC137,mutation
f3.PHLC137.TPX.palbociclib.P801,PHLC137,RNASeq
f3.PHLC137.TPX.palbociclib.P801,PHLC137,CNV
f3.PHLC137.TPX.palbociclib.P801,PHLC137,mutation
f3.PHLC137.TPX.control.P802,PHLC137,RNASeq
f3.PHLC137.TPX.control.P802,PHLC137,CNV
f3.PHLC137.TPX.control.P802,PHLC137,mutation
f3.PHLC137.TPX.control.P808,PHLC137,RNASeq
f3.PHLC137.TPX.control.P808,PHLC137,CNV
f3.PHLC137.TPX.control.P808,PHLC137,mutation
